pincode,area,lat,lng,district,state,type
518217,Pullagummi,15.6164,78.0286,Kurnool,Andhra Pradesh,unknown
518218,Bastipadu,15.7114,77.9697,Kurnool,Andhra Pradesh,unknown
518220,Pasupula,15.3269,78.0181,Kurnool,Andhra Pradesh,unknown
518221,Peapully,15.239,77.9407,Kurnool,Andhra Pradesh,unknown
518222,Bogolu,15.4587,77.9309,Kurnool,Andhra Pradesh,unknown
518225,Venkatapuram,15.4539,77.8314,Kurnool,Andhra Pradesh,unknown
518301,S.K.D.Nagar,15.6152,77.251,Kurnool,Andhra Pradesh,unknown
518302,Adoni Arts College,15.628,77.2935,Kurnool,Andhra Pradesh,unknown
518308,Gajjehalli,15.5767,77.1233,Kurnool,Andhra Pradesh,unknown
518313,Kandukuru,15.94,77.171,Kurnool,Andhra Pradesh,unknown
518323,Doddimekala,15.4465,77.3876,Kurnool,Andhra Pradesh,unknown
518333,Nadichagi,15.8703,77.1225,Kurnool,Andhra Pradesh,unknown
518343,Nandavaram,15.8533,77.4848,Kurnool,Andhra Pradesh,unknown
518344,Bapuram,15.7983,77.4253,Kurnool,Andhra Pradesh,unknown
518345,Ibharampuram,15.9065,77.4555,Kurnool,Andhra Pradesh,unknown
518346,Chinnahyti,15.4939,77.1165,Kurnool,Andhra Pradesh,unknown
518347,Devanabanda,15.4465,77.427,Kurnool,Andhra Pradesh,unknown
518348,Siddapuram,15.3935,77.0507,Kurnool,Andhra Pradesh,unknown
518349,Sunkeswari,15.8544,77.3436,Kurnool,Andhra Pradesh,unknown
518350,Mulagundam,15.628,77.436,Kurnool,Andhra Pradesh,unknown
518360,Venkatagiri,15.676,77.8241,Kurnool,Andhra Pradesh,unknown
518380,Dudekonda,15.4536,77.5191,Kurnool,Andhra Pradesh,unknown
518385,Hampa,15.2609,77.4768,Kurnool,Andhra Pradesh,unknown
518390,Jonnagiri,15.2303,77.5714,Kurnool,Andhra Pradesh,unknown
518395,Kuruvalli,15.3651,77.1924,Kurnool,Andhra Pradesh,unknown
518396,Nemakallu,15.2825,77.2887,Kurnool,Andhra Pradesh,unknown
518401,Parumanchala,15.7975,78.4019,Kurnool,Andhra Pradesh,unknown
518405,Midthur,15.2526,77.6705,Kurnool,Andhra Pradesh,unknown
518411,Konidela,15.4222,78.2746,Kurnool,Andhra Pradesh,unknown
518412,Prathakota-east,15.4222,78.2746,Kurnool,Andhra Pradesh,unknown
518422,Karivena,15.545,78.0233,Kurnool,Andhra Pradesh,unknown
518432,Damagatla,15.8118,78.2229,Kurnool,Andhra Pradesh,unknown
518442,Erraguduru,15.8394,78.4897,Kurnool,Andhra Pradesh,unknown
518452,Masapeta,15.7542,78.1997,Kurnool,Andhra Pradesh,unknown
518462,Polukallu,15.8284,77.7431,Kurnool,Andhra Pradesh,unknown
518463,Gonegandla,15.7137,77.5955,Kurnool,Andhra Pradesh,unknown
518464,Venkatagiri,15.676,77.8241,Kurnool,Andhra Pradesh,unknown
518465,Karivemula,15.5946,77.5996,Kurnool,Andhra Pradesh,unknown
518466,Kothakota,15.7563,77.8205,Kurnool,Andhra Pradesh,unknown
518467,S.Erragudi,15.7127,77.8949,Kurnool,Andhra Pradesh,unknown
518468,Gundlakonda,15.4787,77.6512,Kurnool,Andhra Pradesh,unknown
518501,Nandyal H.O,15.4561,78.5372,Kurnool,Andhra Pradesh,unknown
518502,Mahanandi,15.4695,78.6257,Kurnool,Andhra Pradesh,unknown
518508,Manchalakatta,15.6798,78.3504,Kurnool,Andhra Pradesh,unknown
518510,Erragudidinne,15.2562,78.521,Kurnool,Andhra Pradesh,unknown
518511,Koratamaddi,15.578,78.4405,Kurnool,Andhra Pradesh,unknown
518512,Bollavaram,15.4873,78.5459,Kurnool,Andhra Pradesh,unknown
518513,Singavaram,15.8718,77.7942,Kurnool,Andhra Pradesh,unknown
518523,Bhimavaram,15.5336,78.0061,Kurnool,Andhra Pradesh,unknown
518533,Madhavaram,15.3151,77.946,Kurnool,Andhra Pradesh,unknown
518543,Ahobilam,15.1245,78.735,Kurnool,Andhra Pradesh,unknown
518553,Maddur,14.9738,78.5758,Kurnool,Andhra Pradesh,unknown
518563,Jillella,15.3508,78.47,Kurnool,Andhra Pradesh,unknown
518573,Gumparamandinne,15.5336,78.0061,Kurnool,Andhra Pradesh,unknown
518583,Chennur,15.5336,78.0061,Kurnool,Andhra Pradesh,unknown
518593,Pusulur,15.3998,78.4079,Kurnool,Andhra Pradesh,unknown
518594,Peddakambalur,15.2426,78.6043,Kurnool,Andhra Pradesh,unknown
518598,Rahimanpuram,15.4041,78.0514,Kurnool,Andhra Pradesh,unknown
518599,Kulumalapalli,15.4996,78.0972,Kurnool,Andhra Pradesh,unknown
518674,Gospadu,15.3563,78.4178,Kurnool,Andhra Pradesh,unknown
520001,Vijayawada H.O,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
520002,Suryaraopet,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
520003,Purnanandampet,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
520004,Machavaram (Krishna),16.5203,80.6642,Krishna,Andhra Pradesh,unknown
520007,Autonagar,16.4919,80.6794,Krishna,Andhra Pradesh,unknown
520008,A.P.U.H.S,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
520010,Chandramoulipuram,16.4933,80.6612,Krishna,Andhra Pradesh,unknown
520011,Lakshminagar,16.5233,80.6278,Krishna,Andhra Pradesh,unknown
520012,Ambapuram,16.566,80.6281,Krishna,Andhra Pradesh,unknown
520013,Krishnalanka,16.5233,80.6278,Krishna,Andhra Pradesh,unknown
520015,Azitnagar,16.5482,80.6492,Krishna,Andhra Pradesh,unknown
521001,U.G.C.Works,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521002,Yadlavanipalem,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521003,Chinnapuram,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521101,Buthumillipadu,16.5409,80.8021,Krishna,Andhra Pradesh,unknown
521102,Kesarapalli,16.685,80.9239,Krishna,Andhra Pradesh,unknown
521104,Nidamanuru,16.5078,80.7193,Krishna,Andhra Pradesh,unknown
521105,Bommuluru,16.6382,81.0024,Krishna,Andhra Pradesh,unknown
521106,Puttagunta,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521107,Mustabad (Krishna),16.5379,80.7327,Krishna,Andhra Pradesh,unknown
521108,Enikepadu,16.5133,80.7066,Krishna,Andhra Pradesh,unknown
521109,Ambapuram,16.566,80.6281,Krishna,Andhra Pradesh,unknown
521110,Rajagopalapuram,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521111,Tukkuluru,16.8615,81.3768,Krishna,Andhra Pradesh,unknown
521120,Chodavaram,16.4298,80.6992,Krishna,Andhra Pradesh,unknown
521121,Avanigadda H.O,16.3259,81.0491,Krishna,Andhra Pradesh,unknown
521122,Viswanadhapalli,16.3259,81.0491,Krishna,Andhra Pradesh,unknown
521125,Mopidevi,16.0653,80.9276,Krishna,Andhra Pradesh,unknown
521126,Vakkalagadda,16.1428,80.9172,Krishna,Andhra Pradesh,unknown
521130,Kummaripalem,16.4868,80.8854,Krishna,Andhra Pradesh,unknown
521131,Mangalapuram,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521132,Velivolu,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521133,Devarakota,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521134,Tadigadapa,16.4713,80.697,Krishna,Andhra Pradesh,unknown
521135,Gudapadu,16.8262,80.8446,Krishna,Andhra Pradesh,unknown
521136,K.P.Centre,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521137,Poranki,16.4777,80.7076,Krishna,Andhra Pradesh,unknown
521138,Ayyanki,16.2684,80.943,Krishna,Andhra Pradesh,unknown
521139,Chodavaram,16.4298,80.6992,Krishna,Andhra Pradesh,unknown
521148,Elamarru,16.3695,80.9269,Krishna,Andhra Pradesh,unknown
521149,Akumarru,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521150,Kaja,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521151,Uppaluru,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521153,Kolavennu,16.4324,80.7955,Krishna,Andhra Pradesh,unknown
521156,Nidumolu,16.2667,81.0333,Krishna,Andhra Pradesh,unknown
521157,Pasumarru,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521158,Nimmakuru,16.3516,80.7551,Krishna,Andhra Pradesh,unknown
521162,Ramannapet,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521163,Chagantipadu,16.4779,80.8534,Krishna,Andhra Pradesh,unknown
521164,Kalavapamula,16.4413,80.8788,Krishna,Andhra Pradesh,unknown
521165,Vuyyuru,16.3631,80.8441,Krishna,Andhra Pradesh,unknown
521170,Chowtapalli,16.4153,81.0443,Krishna,Andhra Pradesh,unknown
521175,Lime Stone Town Ship,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521178,Bandipalem,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521180,Chevitikallu,16.6179,80.3604,Krishna,Andhra Pradesh,unknown
521181,Dachavaram,16.7713,80.3951,Krishna,Andhra Pradesh,unknown
521182,Bobbellapadu,16.716,80.2042,Krishna,Andhra Pradesh,unknown
521183,Muppalla (Krishna),16.6192,80.3488,Krishna,Andhra Pradesh,unknown
521185,Gollamudi,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521190,Singavaram,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521201,Nuzvid Bazar,16.8151,80.9308,Krishna,Andhra Pradesh,unknown
521202,APIIIT,16.8102,80.8264,Krishna,Andhra Pradesh,unknown
521207,Ellapuram,16.8395,80.9941,Krishna,Andhra Pradesh,unknown
521211,Krishnavaram,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521212,Nunna,16.5788,80.6841,Krishna,Andhra Pradesh,unknown
521213,Surepalli,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521214,Kotapadu,17.0571,80.9187,Krishna,Andhra Pradesh,unknown
521215,Narasapuram,16.9835,80.8095,Krishna,Andhra Pradesh,unknown
521225,Gollapudi,16.5412,80.5784,Krishna,Andhra Pradesh,unknown
521226,Ramachandrapuram,16.5797,80.7091,Krishna,Andhra Pradesh,unknown
521227,Chavutapalli,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521228,Pinapaka,16.6586,80.5783,Krishna,Andhra Pradesh,unknown
521229,Vellaturu,16.6844,80.6391,Krishna,Andhra Pradesh,unknown
521230,Naguluru,16.8022,80.7092,Krishna,Andhra Pradesh,unknown
521235,Lakshmipuram,16.4567,80.9239,Krishna,Andhra Pradesh,unknown
521241,Paidurupadu,16.599,80.5774,Krishna,Andhra Pradesh,unknown
521245,Kunderu,16.4196,80.8292,Krishna,Andhra Pradesh,unknown
521246,Hanumanthapuram,16.3239,80.8671,Krishna,Andhra Pradesh,unknown
521247,Patamatalankapalli,16.2665,80.8453,Krishna,Andhra Pradesh,unknown
521250,Pamidimukkala,16.2803,80.8673,Krishna,Andhra Pradesh,unknown
521256,Marrivada,16.3658,80.8967,Krishna,Andhra Pradesh,unknown
521260,Vempadu,16.4854,80.8462,Krishna,Andhra Pradesh,unknown
521261,Bollapadu,16.409,80.9109,Krishna,Andhra Pradesh,unknown
521263,Guruvindagunta,16.4393,80.9386,Krishna,Andhra Pradesh,unknown
521286,Pottipadu,16.4017,80.8449,Krishna,Andhra Pradesh,unknown
521301,Rajendranagar Colony,16.4421,80.8967,Krishna,Andhra Pradesh,unknown
521311,Vemanda,16.461,80.8966,Krishna,Andhra Pradesh,unknown
521312,Garapadu,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521321,Vennanapudi,16.522,81.0232,Krishna,Andhra Pradesh,unknown
521322,Golvepalli (Zami),16.3804,80.9783,Krishna,Andhra Pradesh,unknown
521323,Chowtapalli,16.4153,81.0443,Krishna,Andhra Pradesh,unknown
521324,Bantumilli,16.372,81.272,Krishna,Andhra Pradesh,unknown
521325,Lingala,17.0336,80.5167,Krishna,Andhra Pradesh,unknown
521326,Rudrapaka,16.5094,81.0993,Krishna,Andhra Pradesh,unknown
521327,Tamirisa,16.498,81.0471,Krishna,Andhra Pradesh,unknown
521328,Hamsaladeevi,16.0885,81.0711,Krishna,Andhra Pradesh,unknown
521329,Vaivaka,16.4266,81.2488,Krishna,Andhra Pradesh,unknown
521330,Nuzella,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521331,Kavutaram,16.3333,81.0833,Krishna,Andhra Pradesh,unknown
521332,Mukkollu,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521333,Kallapalem,16.5326,81.2765,Krishna,Andhra Pradesh,unknown
521340,Penchikalamarru,16.768,81.4382,Krishna,Andhra Pradesh,unknown
521343,Korukollu,16.5,81.25,Krishna,Andhra Pradesh,unknown
521344,Venkatapuram,16.5724,81.0979,Krishna,Andhra Pradesh,unknown
521345,Takkellapadu,16.5508,81.151,Krishna,Andhra Pradesh,unknown
521356,Daggumailli,16.35,81.05,Krishna,Andhra Pradesh,unknown
521366,Akulamannadu,16.2712,80.8122,Krishna,Andhra Pradesh,unknown
521369,Kakarlamudi,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521390,Pedamaddali,16.3582,80.9856,Krishna,Andhra Pradesh,unknown
521401,Tunikipadu,16.9812,80.3873,Krishna,Andhra Pradesh,unknown
521402,Vemulanarva,16.992,80.2824,Krishna,Andhra Pradesh,unknown
521403,Gullapudi,17.0269,80.8213,Krishna,Andhra Pradesh,unknown
521456,Kotikalapudi,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
521457,Muktyala,16.5627,80.8006,Krishna,Andhra Pradesh,unknown
522001,College Road(Guntur),16.2176,80.345,Guntur,Andhra Pradesh,unknown
522002,Donka Road(Guntur),16.2176,80.345,Guntur,Andhra Pradesh,unknown
522003,Factories Ward,16.2176,80.345,Guntur,Andhra Pradesh,unknown
522004,Guntur Collectorate,16.2176,80.345,Guntur,Andhra Pradesh,unknown
522005,Obulanaidupalem,16.2176,80.345,Guntur,Andhra Pradesh,unknown
522006,Pattabhipuram(Guntur),16.2176,80.345,Guntur,Andhra Pradesh,unknown
522007,Chandramoulinagar,16.2176,80.345,Guntur,Andhra Pradesh,unknown
522009,Pedapalakaluru,16.2176,80.345,Guntur,Andhra Pradesh,unknown
522015,Gogulamudi,16.1067,80.3628,Guntur,Andhra Pradesh,unknown
522016,Mothadaka,16.471,80.4028,Guntur,Andhra Pradesh,unknown
522017,Garapadu,16.2032,80.3933,Guntur,Andhra Pradesh,unknown
522018,Garikapadu,16.3227,79.6949,Guntur,Andhra Pradesh,unknown
522019,Koyavaripalem,16.1905,80.3374,Guntur,Andhra Pradesh,unknown
522020,Harischandrapuram,16.2176,80.345,Guntur,Andhra Pradesh,unknown
522034,Lam Ars,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522101,Bapatla H.O,16.0263,80.437,Guntur,Andhra Pradesh,unknown
522102,Maruproluvaripalem,16.0263,80.437,Guntur,Andhra Pradesh,unknown
522111,Chintayapalem,15.9218,80.5547,Guntur,Andhra Pradesh,unknown
522112,Garikapadu,16.3227,79.6949,Guntur,Andhra Pradesh,unknown
522113,Reteru,15.9647,80.4389,Guntur,Andhra Pradesh,unknown
522124,Chinalingayapalem,16.0971,80.4486,Guntur,Andhra Pradesh,unknown
522201,Kothapeta (Guntur),16.2624,80.6832,Guntur,Andhra Pradesh,unknown
522202,Nelapadu,16.2624,80.6832,Guntur,Andhra Pradesh,unknown
522211,Valiveru,16.0544,80.3204,Guntur,Andhra Pradesh,unknown
522212,Srirangapuram,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522213,Sekuru,16.2703,80.5875,Guntur,Andhra Pradesh,unknown
522233,Thimmapuram,16.1654,80.249,Guntur,Andhra Pradesh,unknown
522234,Nadendla,16.1756,80.1864,Guntur,Andhra Pradesh,unknown
522235,Rajupalem,16.0795,80.2971,Guntur,Andhra Pradesh,unknown
522236,Nekkallu,15.7182,79.5872,Guntur,Andhra Pradesh,unknown
522237,Rayapudi,16.2291,80.3812,Guntur,Andhra Pradesh,unknown
522238,A P Secretariat,16.1115,80.2176,Guntur,Andhra Pradesh,unknown
522256,Bhattiprolu,16.1026,80.7807,Guntur,Andhra Pradesh,unknown
522257,Pedapulivarru,16.1209,79.6508,Guntur,Andhra Pradesh,unknown
522258,Venigallavaripalem,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522259,Thotapalli,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522261,Champadu,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522262,Adavuladivi,15.9554,80.741,Guntur,Andhra Pradesh,unknown
522264,Vaddevaripalem,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522265,Murthota,14.4054,78.0593,Guntur,Andhra Pradesh,unknown
522268,Nagaram (Guntur),16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522301,Anantavaram,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522302,Pedavadlapudi,16.4293,80.6104,Guntur,Andhra Pradesh,unknown
522303,Nutakki,16.4159,80.6497,Guntur,Andhra Pradesh,unknown
522304,Tumuluru,16.27,80.7514,Guntur,Andhra Pradesh,unknown
522305,Godavarru Agraharam,16.2764,80.5359,Guntur,Andhra Pradesh,unknown
522306,Dantaluru,16.3091,80.7028,Guntur,Andhra Pradesh,unknown
522307,Kazipeta,16.2837,80.6155,Guntur,Andhra Pradesh,unknown
522308,Vallabhapuram,16.2764,80.5359,Guntur,Andhra Pradesh,unknown
522309,Ramabhotlapalem,16.0946,80.4017,Guntur,Andhra Pradesh,unknown
522310,Appikatla,15.9748,80.5099,Guntur,Andhra Pradesh,unknown
522311,Bhoolayapalem,16.0836,80.5687,Guntur,Andhra Pradesh,unknown
522312,Moparru,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522313,Chinagadelavarru,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522314,Alluru,15.9332,80.628,Guntur,Andhra Pradesh,unknown
522315,Itikampadu,16.0225,80.4825,Guntur,Andhra Pradesh,unknown
522316,Mannava,16.1017,80.4988,Guntur,Andhra Pradesh,unknown
522317,Stuvartpuram Colony,15.9201,80.4152,Guntur,Andhra Pradesh,unknown
522318,Mamillapalli,16.1573,80.5808,Guntur,Andhra Pradesh,unknown
522324,Boddulurupadu,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522325,Pedapudi,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522329,Manthenavaripalem,16.3879,81.2267,Guntur,Andhra Pradesh,unknown
522330,Chiluvuru,16.3785,80.6139,Guntur,Andhra Pradesh,unknown
522341,Elavarru,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522401,Mandapadu,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522402,Bhimavaram,16.4208,80.1698,Guntur,Andhra Pradesh,unknown
522403,Sattenapalle H.O,16.3724,80.1908,Guntur,Andhra Pradesh,unknown
522408,Madala,16.3719,80.1194,Guntur,Andhra Pradesh,unknown
522409,Chamarru,16.6434,80.131,Guntur,Andhra Pradesh,unknown
522410,Vutukuru,16.5684,80.2033,Guntur,Andhra Pradesh,unknown
522411,Bellamkonda,16.4925,80.0075,Guntur,Andhra Pradesh,unknown
522412,Ganapavaram,16.1227,80.1727,Guntur,Andhra Pradesh,unknown
522413,Konanki,16.5047,79.9255,Guntur,Andhra Pradesh,unknown
522414,Ramapuram,16.686,79.6933,Guntur,Andhra Pradesh,unknown
522415,Ambapuram,16.5599,79.6844,Guntur,Andhra Pradesh,unknown
522421,Jettipalem,16.5522,79.5382,Guntur,Andhra Pradesh,unknown
522426,Nagulavaram,15.9769,79.8892,Guntur,Andhra Pradesh,unknown
522435,Velampalle,16.2988,80.0915,Guntur,Andhra Pradesh,unknown
522436,Lingapuram,16.4983,79.4291,Guntur,Andhra Pradesh,unknown
522437,Chinaagraharam,16.495,79.8817,Guntur,Andhra Pradesh,unknown
522438,Kattavaripalem,16.383,80.225,Guntur,Andhra Pradesh,unknown
522439,Thimmareddipuram,16.5619,79.3113,Guntur,Andhra Pradesh,unknown
522501,Undavalli,16.4957,80.5857,Guntur,Andhra Pradesh,unknown
522502,Krishnayapalem,16.488,80.5572,Guntur,Andhra Pradesh,unknown
522503,Old Mangalagiri,16.4373,80.5787,Guntur,Andhra Pradesh,unknown
522508,Koppuravuru,16.3792,80.5009,Guntur,Andhra Pradesh,unknown
522509,Uppalapadu,16.3069,80.5168,Guntur,Andhra Pradesh,unknown
522510,Nagarjuna Nagar,16.3666,80.3629,Guntur,Andhra Pradesh,unknown
522529,Ameenabad,16.3052,80.2199,Guntur,Andhra Pradesh,unknown
522549,Satuluru,16.2541,80.1214,Guntur,Andhra Pradesh,unknown
522601,Prakashnagar,16.2465,79.9644,Guntur,Andhra Pradesh,unknown
522603,Annavaram,16.2233,79.9718,Guntur,Andhra Pradesh,unknown
522611,Irlapadu,16.1822,80.1114,Guntur,Andhra Pradesh,unknown
522612,Kakirala,16.345,79.5514,Guntur,Andhra Pradesh,unknown
522613,Veldurthy,16.2747,79.7492,Guntur,Andhra Pradesh,unknown
522614,Petasannegandla,16.3168,79.7302,Guntur,Andhra Pradesh,unknown
522615,Narasingapadu,16.3946,79.9125,Guntur,Andhra Pradesh,unknown
522616,Purushothapatnam,16.0939,80.1713,Guntur,Andhra Pradesh,unknown
522617,Turumella,16.1598,79.9184,Guntur,Andhra Pradesh,unknown
522619,Ganapavaram (Guntur),16.0974,80.2536,Guntur,Andhra Pradesh,unknown
522626,Tatapudi,16.0333,80.1273,Guntur,Andhra Pradesh,unknown
522646,Velpuru,16.1496,79.863,Guntur,Andhra Pradesh,unknown
522647,Brahmanapalle,16.0828,79.7542,Guntur,Andhra Pradesh,unknown
522649,Enugupalem,16.0242,79.8251,Guntur,Andhra Pradesh,unknown
522657,Perurupadu,16.0952,79.6534,Guntur,Andhra Pradesh,unknown
522658,Chittapuram,16.2244,79.8245,Guntur,Andhra Pradesh,unknown
522659,Murthuzapuram,15.9828,79.6656,Guntur,Andhra Pradesh,unknown
522660,Talarlapalle,15.9719,79.7767,Guntur,Andhra Pradesh,unknown
522661,Inumella,16.2887,79.8337,Guntur,Andhra Pradesh,unknown
522663,Gandiganumala,16.2331,79.6429,Guntur,Andhra Pradesh,unknown
523001,Ongole H.O,15.5191,79.6158,Prakasam,Andhra Pradesh,unknown
523002,Lawyer Pet (O),15.5191,79.6158,Prakasam,Andhra Pradesh,unknown
523101,Ananandapuram,15.3863,79.8154,Prakasam,Andhra Pradesh,unknown
523104,Binginapalli,15.2096,79.7173,Prakasam,Andhra Pradesh,unknown
523105,Kandukur South,15.2096,79.7173,Prakasam,Andhra Pradesh,unknown
523108,Venkatapuram,15.1187,79.391,Prakasam,Andhra Pradesh,unknown
523109,Muppalla,15.7431,80.2015,Prakasam,Andhra Pradesh,unknown
523110,Kodigumpala,15.142,79.5179,Prakasam,Andhra Pradesh,unknown
523111,Talluru,15.3839,79.6324,Prakasam,Andhra Pradesh,unknown
523112,Darsiguntapeta,15.1736,79.1772,Prakasam,Andhra Pradesh,unknown
523113,Sakhavaram,15.1462,79.8128,Prakasam,Andhra Pradesh,unknown
523114,Linga Samudram,15.0993,79.7326,Prakasam,Andhra Pradesh,unknown
523115,Annaboinapalli,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523116,Polinenicheruvu,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523117,Vengalayapalli,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523135,Pallepalem,15.4914,80.1968,Prakasam,Andhra Pradesh,unknown
523155,Bosenagar (Prakasam),15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523156,Mgc Market(C ),15.1527,79.7797,Prakasam,Andhra Pradesh,unknown
523157,Perala,15.8328,80.3622,Prakasam,Andhra Pradesh,unknown
523165,Gandhinagar,15.7915,80.1691,Prakasam,Andhra Pradesh,unknown
523166,Ipurupalem,15.8489,80.3866,Prakasam,Andhra Pradesh,unknown
523167,Bhimavaram,15.7843,80.2072,Prakasam,Andhra Pradesh,unknown
523168,Karamchedu,15.7915,80.1691,Prakasam,Andhra Pradesh,unknown
523169,Upputuru,15.9531,80.289,Prakasam,Andhra Pradesh,unknown
523170,Swarna,15.8542,80.2858,Prakasam,Andhra Pradesh,unknown
523171,A.B.V.Palem,16.0184,80.2471,Prakasam,Andhra Pradesh,unknown
523180,Kanuparthi,15.5802,80.1488,Prakasam,Andhra Pradesh,unknown
523181,Maddirallamuppalla,15.7261,80.2547,Prakasam,Andhra Pradesh,unknown
523182,Dasarajupalli,15.5369,80.1433,Prakasam,Andhra Pradesh,unknown
523183,Hanumapuram,15.6733,80.0558,Prakasam,Andhra Pradesh,unknown
523184,Motupalli,15.6952,80.0974,Prakasam,Andhra Pradesh,unknown
523185,Santharavur,15.7897,80.2459,Prakasam,Andhra Pradesh,unknown
523186,Rachapudi,15.7158,80.1465,Prakasam,Andhra Pradesh,unknown
523187,Ravuri Pet,15.785,80.3066,Prakasam,Andhra Pradesh,unknown
523190,Nagandla,15.8823,80.1443,Prakasam,Andhra Pradesh,unknown
523201,Ramnagar(A),15.7833,79.8907,Prakasam,Andhra Pradesh,unknown
523211,Guravareddipalem,15.6017,79.9902,Prakasam,Andhra Pradesh,unknown
523212,Yerrapalem,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523213,Paidipadu,15.7116,80.1121,Prakasam,Andhra Pradesh,unknown
523214,Chandalur,15.8026,79.5998,Prakasam,Andhra Pradesh,unknown
523223,Morapagunta,15.2973,79.3661,Prakasam,Andhra Pradesh,unknown
523224,Rallapalli,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523225,Rudravaram,15.6087,79.9635,Prakasam,Andhra Pradesh,unknown
523226,Chinaravipadu,15.5719,79.867,Prakasam,Andhra Pradesh,unknown
523227,Hanumanthunipadu,15.4312,79.3792,Prakasam,Andhra Pradesh,unknown
523228,Nallagandla,15.4684,79.359,Prakasam,Andhra Pradesh,unknown
523230,Kanigiri,15.4056,79.5069,Prakasam,Andhra Pradesh,unknown
523240,Podili H.O,15.386,79.4246,Prakasam,Andhra Pradesh,unknown
523241,Veligandla,15.3417,79.3445,Prakasam,Andhra Pradesh,unknown
523245,Madalavaripalem,15.6107,79.5882,Prakasam,Andhra Pradesh,unknown
523246,Katragunta,15.6008,79.4431,Prakasam,Andhra Pradesh,unknown
523247,Kothapalli,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523252,Bellamkondavaripalem,15.7229,79.8185,Prakasam,Andhra Pradesh,unknown
523253,Veluru,15.5352,79.7119,Prakasam,Andhra Pradesh,unknown
523254,Sankhavaram,15.3907,79.5254,Prakasam,Andhra Pradesh,unknown
523260,Konanki,15.9214,80.0812,Prakasam,Andhra Pradesh,unknown
523261,Kolalapudi,15.8922,80.1039,Prakasam,Andhra Pradesh,unknown
523262,Manduvavaripalem,15.5716,80.0646,Prakasam,Andhra Pradesh,unknown
523263,Doddavaram,15.6672,79.9402,Prakasam,Andhra Pradesh,unknown
523264,Sivarampuram,15.7232,79.2405,Prakasam,Andhra Pradesh,unknown
523265,Boppidivaripalem,15.5159,79.7526,Prakasam,Andhra Pradesh,unknown
523270,Nennurapadu,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523271,Gongotireddipalem,15.4895,79.8507,Prakasam,Andhra Pradesh,unknown
523272,Pellur,15.6213,79.5158,Prakasam,Andhra Pradesh,unknown
523273,Muppavaram,15.8451,80.0529,Prakasam,Andhra Pradesh,unknown
523274,Velagapudi,15.3221,80.0652,Prakasam,Andhra Pradesh,unknown
