pincode,area,lat,lng,district,state,type
135133,Baindi,30.3285,76.9422,Ambala,Haryana,unknown
136020,Dhand,29.8764,76.6505,Kaithal,Haryana,unknown
136021,Sanghrouli,29.8264,76.6446,Kaithal,Haryana,unknown
136026,Pundri,29.761,76.5603,Kaithal,Haryana,unknown
136027,Keorak,29.8683,76.477,Kaithal,Haryana,unknown
136030,Thana,29.9181,76.498,Kurukshetra,Haryana,unknown
136033,Kakrala Inayat,29.9254,76.3327,Kaithal,Haryana,unknown
136034,Peedal,30.0726,76.356,Kaithal,Haryana,unknown
136035,Mastgarh,29.9607,76.2506,Kaithal,Haryana,unknown
136038,Amin,30.0451,76.7862,Kurukshetra,Haryana,unknown
136042,Mundri,29.7789,76.5055,Kaithal,Haryana,unknown
136043,Karora,29.6526,76.547,Kaithal,Haryana,unknown
136044,Bir Bangran,29.5838,76.4837,Kaithal,Haryana,unknown
136117,Batta,29.6084,76.3941,Kaithal,Haryana,unknown
136118,Thanesar Town,30.1487,76.6856,Kurukshetra,Haryana,unknown
136119,Bhor Saida,30.0451,76.7862,Kurukshetra,Haryana,unknown
136128,Sandholi,30.0285,76.6223,Kurukshetra,Haryana,unknown
136129,Chammu Kalan,30.1002,76.678,Kurukshetra,Haryana,unknown
136130,Jhansa,30.116,76.7414,Kurukshetra,Haryana,unknown
136131,Khanpur Kolian,29.9764,76.9163,Kurukshetra,Haryana,unknown
136132,Lohara,30.0185,76.9871,Kurukshetra,Haryana,unknown
136135,Tigri,30.1237,76.8273,Kurukshetra,Haryana,unknown
136136,Ajrawar,30.1464,76.6909,Kurukshetra,Haryana,unknown
136156,Babain,30.0718,76.9831,Kurukshetra,Haryana,unknown
140001,Ropar H.O,31.0624,76.4894,Rupnagar,Punjab,unknown
140101,Dhangrali,30.7627,76.5306,Rupnagar,Punjab,unknown
140102,Rollumajra,30.8367,76.4544,Ropar,Punjab,unknown
140103,Sotal,30.8583,76.5403,Rupnagar,Punjab,unknown
140108,Purkhali,30.9365,76.6332,Rupnagar,Punjab,unknown
140109,Khizrabad West,30.8782,76.6763,Mohali,Punjab,unknown
140110,Hoshiarpur Taqipur,30.8446,76.7242,Mohali,Punjab,unknown
140111,Bhallian,30.9274,76.4078,Rupnagar,Punjab,unknown
140112,Katlaur,30.8877,76.3777,Rupnagar,Punjab,unknown
140113,Ghanauli,31.0247,76.6027,Rupnagar,Punjab,unknown
140114,Gardley,31.0982,76.6098,Rupnagar,Punjab,unknown
140115,Massewal,31.0624,76.4894,Rupnagar,Punjab,unknown
140116,Jhinjari,31.0624,76.4894,Rupnagar,Punjab,unknown
140117,Jhaj,31.0624,76.4894,Ropar,Punjab,unknown
140118,Agampur,31.0624,76.4894,Ropar,Punjab,unknown
140119,Abiana,30.7301,76.7815,Chandigarh,Chandigarh,unknown
140123,Mangewal,31.2602,76.4783,Rupnagar,Punjab,unknown
140124,Labour Colony Nangal,31.3897,76.3757,Rupnagar,Punjab,unknown
140125,Ajauli,30.7301,76.7815,Chandigarh,Chandigarh,unknown
140126,Bhallan,30.9245,76.4479,Ropar,Punjab,unknown
140133,Kalitran,30.7301,76.7815,Chandigarh,Chandigarh,unknown
140201,Bhankarpur,30.2803,76.3516,Patiala,Punjab,unknown
140301,Tewar,31.0624,76.4894,Rupnagar,Punjab,unknown
140306,Dhurali,31.0624,76.4894,Rupnagar,Punjab,unknown
140307,Chudiala Sudan,31.0624,76.4894,Rupnagar,Punjab,unknown
140308,Kumbra,31.0624,76.4894,Rupnagar,Punjab,unknown
140401,KSM Rajpura,30.2803,76.3516,Patiala,Punjab,unknown
140402,Ugani,30.5385,76.548,Patiala,Punjab,unknown
140405,Mulanpur Kalan,30.615,76.3142,Fatehgarh Sahib,Punjab,unknown
140406,Sadhugarh,30.6147,76.4568,Fatehgarh Sahib,Punjab,unknown
140407,Fatehgarh Sahib,30.5733,76.5092,Fatehgarh Sahib,Punjab,unknown
140408,Balhari Kalan,30.6562,76.528,Fatehgarh Sahib,Punjab,unknown
140412,Khalaspur,30.7036,76.3845,Fatehgarh Sahib,Punjab,unknown
140413,Garangan,31.0624,76.4894,Rupnagar,Punjab,unknown
140417,Nogawan,30.6421,76.3768,Fatehgarh Sahib,Punjab,unknown
140501,Tiwana,30.4552,76.8562,Mohali,Punjab,unknown
140506,Jalalpur,30.5294,76.6819,Patiala,Punjab,unknown
140507,Baroli,30.5631,76.8376,Mohali,Punjab,unknown
140601,Karala,30.2803,76.3516,Patiala,Punjab,unknown
140602,Buras,30.6421,76.3768,Fatehgarh Sahib,Punjab,unknown
140603,Babhat,30.7301,76.7815,Chandigarh,Chandigarh,unknown
140604,Baltana,30.6763,76.7411,Mohali,Punjab,unknown
140701,Sehra,30.4713,76.4862,Patiala,Punjab,unknown
140702,Sarala Kalan,30.3867,76.4902,Patiala,Punjab,unknown
140802,Sanghol,30.7839,76.3898,Fatehgarh Sahib,Punjab,unknown
140901,Parol,31.0624,76.4894,Rupnagar,Punjab,unknown
141001,Sarabha Nagar,30.8047,75.8361,Ludhiana,Punjab,unknown
141002,Model Town (Ludhiana),30.8047,75.8361,Ludhiana,Punjab,unknown
141003,Millerganj,30.8047,75.8361,Ludhiana,Punjab,unknown
141004,P.A.U.,30.8047,75.8361,Ludhiana,Punjab,unknown
141006,Gne College,30.8047,75.8361,Ludhiana,Punjab,unknown
141007,Mangat,30.98,75.9144,Ludhiana,Punjab,unknown
141008,Guru Arjan Dev Nagar,30.8047,75.8361,Ludhiana,Punjab,unknown
141010,Jamalpur Awana,30.8485,76.141,Ludhiana,Punjab,unknown
141012,Rajguru Nagar,30.8485,76.141,Ludhiana,Punjab,unknown
141013,Basant Avenue,30.8485,76.141,Ludhiana,Punjab,unknown
141014,Dhandari Kalan,30.8646,75.9185,Ludhiana,Punjab,unknown
141015,Karyana Kalan,30.8975,75.9316,Ludhiana,Punjab,unknown
141016,Lohora,30.8047,75.8361,Ludhiana,Punjab,unknown
141017,Jugiana,30.8549,75.9405,Ludhiana,Punjab,unknown
141101,Pandori,30.8297,75.6417,Ludhiana,Punjab,unknown
141102,Bhanohar,30.8722,75.7053,Ludhiana,Punjab,unknown
141103,Mohie,30.7984,75.7216,Ludhiana,Punjab,unknown
141104,Akalgarh,30.7595,75.6457,Ludhiana,Punjab,unknown
141105,Abbowal,30.8047,75.8361,Ludhiana,Punjab,unknown
141106,Halwara Aerodrome,30.9228,75.6892,Ludhiana,Punjab,unknown
141107,Halwara,30.7251,75.6425,Ludhiana,Punjab,unknown
141108,Leel,30.9684,75.5535,Ludhiana,Punjab,unknown
141109,Sehbazpura,30.6572,76.0842,Ludhiana,Punjab,unknown
141110,Purain,30.9207,75.619,Ludhiana,Punjab,unknown
141112,Budhewal,30.8047,75.8361,Ludhiana,Punjab,unknown
141113,Katani Kalan,30.8445,76.0807,Ludhiana,Punjab,unknown
141114,Mal Majra,30.808,76.1567,Ludhiana,Punjab,unknown
141115,Punjgarain,30.9291,76.198,Ludhiana,Punjab,unknown
141116,Alamgir,30.8014,75.8602,Ludhiana,Punjab,unknown
141117,Karamsar,30.8047,75.8361,Ludhiana,Punjab,unknown
141118,Lehra,30.8047,75.8361,Ludhiana,Punjab,unknown
141119,Babarpur,30.8047,75.8361,Ludhiana,Punjab,unknown
141120,Bilga,30.8047,75.8361,Ludhiana,Punjab,unknown
141121,Chhourian,30.9575,75.9386,Ludhiana,Punjab,unknown
141122,Sangowal,30.8289,75.8919,Ludhiana,Punjab,unknown
141123,Ramgarh (Ludhiana),30.9575,75.9386,Ludhiana,Punjab,unknown
141125,Sihala,30.9024,76.289,Ludhiana,Punjab,unknown
141126,Panjeta,30.8966,76.085,Ludhiana,Punjab,unknown
141127,Borra,30.8047,75.8361,Ludhiana,Punjab,unknown
141201,Kila Raipur,30.8047,75.8361,Ludhiana,Punjab,unknown
141202,Chaminda,30.7664,75.7398,Ludhiana,Punjab,unknown
141203,Assi Kalan,30.938,75.8217,Ludhiana,Punjab,unknown
141204,Dhulkot,30.8047,75.8361,Ludhiana,Punjab,unknown
141205,Bahrampur,30.8047,75.8361,Ludhiana,Punjab,unknown
141206,Mukandpur,30.8047,75.8361,Ludhiana,Punjab,unknown
141401,Amloh Road(Khanna),30.6946,76.1262,Ludhiana,Punjab,unknown
141411,Hargana,30.7459,76.3669,Fatehgarh Sahib,Punjab,unknown
141412,Bagli Kalan,30.7693,76.1553,Ludhiana,Punjab,unknown
141413,Dhamote,30.6559,76.0162,Ludhiana,Punjab,unknown
141414,Chakohi,30.7005,76.1377,Ludhiana,Punjab,unknown
141415,Bharthala Randhawa,30.5692,76.0795,Ludhiana,Punjab,unknown
141416,Ghudani Khurd,30.7531,76.0743,Ludhiana,Punjab,unknown
141417,Seh,30.7644,76.2385,Ludhiana,Punjab,unknown
141418,Rampur (Ludhiana),30.8047,75.8361,Ludhiana,Punjab,unknown
141419,Ghaloti,30.6861,76.151,Ludhiana,Punjab,unknown
141421,Bilaspur,30.6617,76.2982,Fatehgarh Sahib,Punjab,unknown
141422,Raqba,30.803,75.6673,Ludhiana,Punjab,unknown
141801,Pharaur,30.807,76.3116,Fatehgarh Sahib,Punjab,unknown
142001,Industrial Area Moga,30.7625,75.1742,Moga,Punjab,unknown
142002,Tarewala,30.7625,75.1742,Moga,Punjab,unknown
142003,Rauli,30.7625,75.1742,Moga,Punjab,unknown
142011,Mehron,30.7619,75.2107,Moga,Punjab,unknown
142021,Pamali,30.8265,75.7467,Ludhiana,Punjab,unknown
142022,Thakarwal,30.843,75.8085,Ludhiana,Punjab,unknown
142023,Gurreh,30.8,75.5666,Ludhiana,Punjab,unknown
142024,Birk,30.866,75.555,Ludhiana,Punjab,unknown
142025,Khanjarwal,30.8793,75.6327,Ludhiana,Punjab,unknown
142026,Jagraon H.O,30.8567,75.6153,Ludhiana,Punjab,unknown
142027,Malakpur,30.9287,75.7403,Ludhiana,Punjab,unknown
142028,New Rajguru Nagar,30.8567,75.6153,Ludhiana,Punjab,unknown
142029,Dhaipai,30.8047,75.8361,Ludhiana,Punjab,unknown
142030,Sujapur,30.7566,75.5706,Ludhiana,Punjab,unknown
142031,Lakha,30.6391,75.4472,Ludhiana,Punjab,unknown
142032,Nathowal,30.8047,75.8361,Ludhiana,Punjab,unknown
142033,Malsian Bajan,30.9243,75.4273,Ludhiana,Punjab,unknown
142034,Daherka,30.7266,75.4784,Ludhiana,Punjab,unknown
142035,Mallah,30.6855,75.4047,Ludhiana,Punjab,unknown
142036,Fatehgarh Siwian,30.89,75.8962,Ludhiana,Punjab,unknown
142037,Raoke Kalan,30.6598,75.2666,Moga,Punjab,unknown
142038,Mahla Kalan,30.7483,74.9271,Moga,Punjab,unknown
142039,Himmatpura,30.5271,75.3627,Moga,Punjab,unknown
142040,Butter,30.6913,75.3539,Moga,Punjab,unknown
142041,Datta,30.9492,74.7637,Firozpur,Punjab,unknown
142042,Dholewala,31.0089,75.1975,Moga,Punjab,unknown
142043,Janer,30.9003,75.1608,Moga,Punjab,unknown
142044,Makhu Canal Colony,30.9492,74.7637,Firozpur,Punjab,unknown
142045,Manoke,30.7625,75.1742,Moga,Punjab,unknown
142046,Khai,30.7625,75.1742,Moga,Punjab,unknown
142047,Zira,30.9685,74.9911,Firozpur,Punjab,unknown
142048,Daroli Bhai,30.8102,75.0459,Moga,Punjab,unknown
142049,Sekha Kalan,30.5917,75.008,Moga,Punjab,unknown
142050,Pandori Khatrian,31.0255,74.9651,Firozpur,Punjab,unknown
142052,Dhindsa,30.8871,74.7515,Firozpur,Punjab,unknown
142053,Ajitwal,30.8157,75.3383,Moga,Punjab,unknown
142054,Kokri Kalan,30.8456,75.3307,Moga,Punjab,unknown
142055,Madheke,30.5267,75.2867,Moga,Punjab,unknown
142056,Gholia Kalan,30.6726,75.18,Moga,Punjab,unknown
142057,Sangatpura,30.597,75.1028,Moga,Punjab,unknown
142058,Chak Kannian Kalan,30.8778,75.0738,Moga,Punjab,unknown
142060,Mudki,30.78,74.8811,Firozpur,Punjab,unknown
143001,Sultan Wind Gate,31.5729,75.0058,Amritsar,Punjab,unknown
143002,Khalsa College,31.6029,74.8732,Amritsar,Punjab,unknown
143003,Nodal Delivery Office Amritsar,31.6029,74.8732,Amritsar,Punjab,unknown
143005,Guru Nanak Dev University,31.6029,74.8732,Amritsar,Punjab,unknown
143006,Kot Atma Ram,31.6035,74.909,Amritsar,Punjab,unknown
143008,Nangli,31.6863,74.8875,Amritsar,Punjab,unknown
143009,Fatahpur,31.5641,74.8187,Amritsar,Punjab,unknown
143022,Chatiwind,31.5777,74.9076,Amritsar,Punjab,unknown
143101,Jagdev Kalan,31.7237,74.941,Amritsar,Punjab,unknown
143102,Sarangdeo,31.8942,74.6992,Amritsar,Punjab,unknown
143103,Makowal,31.9049,74.8919,Amritsar,Punjab,unknown
143105,Wadala Bhittewad,31.7061,74.9005,Amritsar,Punjab,unknown
143107,Padri,31.635,74.6677,Amritsar,Punjab,unknown
143108,Mode,31.6364,74.5804,Amritsar,Punjab,unknown
143109,Hardo Maura,31.5625,74.7612,Amritsar,Punjab,unknown
143111,Dhulka,31.5829,75.1799,Amritsar,Punjab,unknown
143112,Pheruman,31.5143,75.2243,Amritsar,Punjab,unknown
143113,Wadala Johal,31.6358,75.0195,Amritsar,Punjab,unknown
143114,Arjan Manga,31.6997,75.2096,Amritsar,Punjab,unknown
143115,Meherbanapura,31.5494,75.0492,Amritsar,Punjab,unknown
143116,Kot Khera,31.6274,75.1133,Amritsar,Punjab,unknown
143117,Banian,31.5731,75.1736,Amritsar,Punjab,unknown
143118,Beharipura,31.412,75.1525,Tarn Taran,Punjab,unknown
143119,Uddoke,31.7121,75.1383,Amritsar,Punjab,unknown
143149,Mallian,31.5632,75.0764,Amritsar,Punjab,unknown
143201,Gagrewal,31.7061,74.9005,Amritsar,Punjab,unknown
143202,Bhalaipur Purban,31.5584,75.2656,Amritsar,Punjab,unknown
143203,Sheron Bagga,31.6158,75.3378,Amritsar,Punjab,unknown
143204,Jodhe,31.5764,75.3312,Amritsar,Punjab,unknown
143205,Butter Sivya,31.6069,75.2749,Amritsar,Punjab,unknown
143301,Kot Dharam Chand Kalan,31.7061,74.9005,Amritsar,Punjab,unknown
143302,Musse,31.7061,74.9005,Amritsar,Punjab,unknown
143303,Pahuwind,31.7061,74.9005,Amritsar,Punjab,unknown
143304,Marjindpura,31.7061,74.9005,Amritsar,Punjab,unknown
143305,Dall,31.7061,74.9005,Amritsar,Punjab,unknown
143401,Tarn Taran H.O,31.427,75.0451,Tarn Taran,Punjab,unknown
143402,Kadgill,31.7061,74.9005,Amritsar,Punjab,unknown
143406,Jahangir,31.6993,74.9561,Amritsar,Punjab,unknown
143407,Johal Dhai Wala,31.7061,74.9005,Amritsar,Punjab,unknown
143408,Pakhopura,31.7061,74.9005,Amritsar,Punjab,unknown
143409,Mohanpura,31.7061,74.9005,Amritsar,Punjab,unknown
143410,Khara,31.7061,74.9005,Amritsar,Punjab,unknown
143411,Shahabpur,31.7061,74.9005,Amritsar,Punjab,unknown
143412,Ratta Gudda,31.7061,74.9005,Amritsar,Punjab,unknown
143413,Jhita Kalan,31.5753,74.9554,Amritsar,Punjab,unknown
143414,Cheema Kalan,31.7061,74.9005,Amritsar,Punjab,unknown
143415,Sarhali Mandan,31.7061,74.9005,Amritsar,Punjab,unknown
143416,Valtoha,31.7061,74.9005,Amritsar,Punjab,unknown
143419,Mastgarh,31.7061,74.9005,Amritsar,Punjab,unknown
143422,Jhandher M Purkhan,31.3408,75.124,Tarn Taran,Punjab,unknown
143501,Nizampura,31.8256,74.9245,Amritsar,Punjab,unknown
143502,Jaintipur,31.779,75.1063,Amritsar,Punjab,unknown
143504,Dhade,31.7149,75.0862,Amritsar,Punjab,unknown
143505,Batala H.O,31.9161,75.2937,Gurdaspur,Punjab,unknown
143506,Wadala Granthia,31.7328,75.2836,Gurdaspur,Punjab,unknown
143507,Shankarpura,31.9161,75.2937,Gurdaspur,Punjab,unknown
143511,Jaura Singha,31.889,75.2038,Gurdaspur,Punjab,unknown
143512,Dalelpur,32.0352,75.5547,Gurdaspur,Punjab,unknown
143513,Kala Afgana,31.9099,75.0159,Gurdaspur,Punjab,unknown
143514,Ghoman,31.6906,75.3814,Gurdaspur,Punjab,unknown
143515,Mari Tanda,31.6656,75.4456,Gurdaspur,Punjab,unknown
143516,Dhandal,31.8622,75.4136,Gurdaspur,Punjab,unknown
143517,Bhattian,31.8604,75.4588,Gurdaspur,Punjab,unknown
143518,Seikhwan,31.8711,75.2845,Gurdaspur,Punjab,unknown
143519,Zaffarwal,31.9539,75.3028,Gurdaspur,Punjab,unknown
143520,Sohal,31.9797,75.3505,Gurdaspur,Punjab,unknown
143521,Gurdaspur H.O,31.9507,75.3623,Gurdaspur,Punjab,unknown
143525,Jhabkra,32.1908,75.3642,Gurdaspur,Punjab,unknown
143526,Dugri,32.0946,75.2848,Gurdaspur,Punjab,unknown
143527,Bham,31.765,75.457,Gurdaspur,Punjab,unknown
143528,Nainakot,31.9263,75.4841,Gurdaspur,Punjab,unknown
143529,Tibber,31.9697,75.4159,Gurdaspur,Punjab,unknown
143530,Lakhanpal,32.0466,75.4709,Gurdaspur,Punjab,unknown
143531,Bhatoya,32.0825,75.4703,Gurdaspur,Punjab,unknown
143532,Bharath,31.8239,75.0948,Gurdaspur,Punjab,unknown
143533,Bianpur-e,31.9161,75.2937,Gurdaspur,Punjab,unknown
143534,Kathlaur,31.9161,75.2937,Gurdaspur,Punjab,unknown
143601,Marari Kalan,31.7697,75.0538,Amritsar,Punjab,unknown
143602,Parowal,31.829,75.0347,Gurdaspur,Punjab,unknown
143603,Ramdass,31.9674,74.9087,Amritsar,Punjab,unknown
143604,Shahpur Jajan,31.9261,75.0209,Gurdaspur,Punjab,unknown
143605,Dharowali,31.9284,75.06,Gurdaspur,Punjab,unknown
143606,Kotla Gujjran,31.7576,74.9177,Amritsar,Punjab,unknown
144001,Bazar Shahidan,31.2121,75.5684,Jalandhar,Punjab,unknown
144002,Kohala,31.2958,75.4566,Jalandhar,Punjab,unknown
144003,Wadala,31.2121,75.5684,Jalandhar,Punjab,unknown
144004,Raipur Rasulpur,31.2121,75.5684,Jalandhar,Punjab,unknown
144005,Millitary Hospital,31.2121,75.5684,Jalandhar,Punjab,unknown
144006,P.A.P. Lines Jalandhar Cantt,31.2121,75.5684,Jalandhar,Punjab,unknown
144007,Ladhewali,31.2121,75.5684,Jalandhar,Punjab,unknown
144008,Guru Amar Dass Nagar,31.2121,75.5684,Jalandhar,Punjab,unknown
144009,Chogitti,31.2121,75.5684,Jalandhar,Punjab,unknown
144010,Dhanowali,31.1191,75.487,Jalandhar,Punjab,unknown
144011,R.E.C. Jalandhar,31.1191,75.487,Jalandhar,Punjab,unknown
144012,Reru,31.1191,75.487,Jalandhar,Punjab,unknown
144020,Jamsher,31.2357,75.6186,Jalandhar,Punjab,unknown
144021,Basti Bawa Khel,31.2136,75.5924,Jalandhar,Punjab,unknown
144022,Dhina.,31.2121,75.5684,Jalandhar,Punjab,unknown
144023,Dakoha,31.2121,75.5684,Jalandhar,Punjab,unknown
144024,Kot Kalan,31.2121,75.5684,Jalandhar,Punjab,unknown
144025,Jaitewali,31.3766,75.6506,Jalandhar,Punjab,unknown
144026,Khambra,31.2121,75.5684,Jalandhar,Punjab,unknown
144027,Suranussi,31.2121,75.5684,Jalandhar,Punjab,unknown
144028,Lallian,31.1252,75.8558,Jalandhar,Punjab,unknown
144029,Malo Mazara,31.3981,75.7118,Jalandhar,Punjab,unknown
144030,Padhiana,31.4093,75.8068,Jalandhar,Punjab,unknown
144031,Rurka Kalan,31.1228,75.6996,Jalandhar,Punjab,unknown
144032,Daduwal,31.2083,75.6702,Jalandhar,Punjab,unknown
144033,Wajuha Khurd,31.1621,75.5962,Jalandhar,Punjab,unknown
144034,Sunner Kalan,31.1278,75.643,Jalandhar,Punjab,unknown
144035,Mehsumpurn,31.1797,75.6257,Jalandhar,Punjab,unknown
144036,Bilga,31.0499,75.6544,Jalandhar,Punjab,unknown
144037,Pasla,31.1019,75.6853,Jalandhar,Punjab,unknown
144039,Bhandal Himmat,31.1229,75.5782,Jalandhar,Punjab,unknown
144040,Bhodipur,31.1304,75.398,Jalandhar,Punjab,unknown
144041,Haripur,31.0645,75.5183,Jalandhar,Punjab,unknown
144042,Sharakpur,31.1406,75.5076,Jalandhar,Punjab,unknown
144043,Sarih,31.1416,75.5623,Jalandhar,Punjab,unknown
144044,Maheem,31.1428,75.477,Jalandhar,Punjab,unknown
144101,Patara (Jalandhar),31.4104,75.6611,Jalandhar,Punjab,unknown
144102,Pandori Nijjran,31.2121,75.5684,Jalandhar,Punjab,unknown
144103,Adampur AD,31.422,75.7564,Jalandhar,Punjab,unknown
144104,Daroli Khurd,31.4104,75.6611,Jalandhar,Punjab,unknown
144105,Pandori Phagurian,31.6259,75.86,Hoshiarpur,Punjab,unknown
144106,Chukhiara,31.4735,75.7575,Jalandhar,Punjab,unknown
144201,Patial,31.5976,75.6294,Jalandhar,Punjab,unknown
144202,Nathupur,31.6528,75.5766,Hoshiarpur,Punjab,unknown
144204,Baich,31.6512,75.7373,Hoshiarpur,Punjab,unknown
144205,Dasuya H.O,31.646,75.7136,Hoshiarpur,Punjab,unknown
144206,Bahera,31.7546,75.9505,Hoshiarpur,Punjab,unknown
144207,Jalota,31.8223,75.6941,Hoshiarpur,Punjab,unknown
144208,Bhikhowal,31.6775,75.8296,Hoshiarpur,Punjab,unknown
144209,Patial,31.7101,75.9433,Hoshiarpur,Punjab,unknown
144210,Bhunga,31.6795,75.8069,Hoshiarpur,Punjab,unknown
144211,Musahibpur,31.9921,75.6166,Hoshiarpur,Punjab,unknown
144212,Budhipind,31.6866,75.6812,Hoshiarpur,Punjab,unknown
144213,Manhota,31.7968,75.8077,Hoshiarpur,Punjab,unknown
144214,Dhanoa,31.8938,75.5767,Hoshiarpur,Punjab,unknown
144216,Rajwal,31.911,75.8889,Hoshiarpur,Punjab,unknown
144221,Nangal Bihalan,31.8563,75.7345,Hoshiarpur,Punjab,unknown
144222,Handwal,31.9746,75.7936,Hoshiarpur,Punjab,unknown
144223,Hardo Neknama,31.8712,75.7906,Hoshiarpur,Punjab,unknown
144224,Bhater,31.8232,75.78,Hoshiarpur,Punjab,unknown
144301,Sikandarpur,31.2121,75.5684,Jalandhar,Punjab,unknown
144302,Kishanpur,31.2121,75.5684,Jalandhar,Punjab,unknown
144303,Kandhala Guru,31.2121,75.5684,Jalandhar,Punjab,unknown
144305,Berchha,31.779,75.6751,Hoshiarpur,Punjab,unknown
144306,Bhangala,32.022,75.61,Hoshiarpur,Punjab,unknown
144311,Dhesian Kahna,31.1479,75.692,Jalandhar,Punjab,unknown
144401,Thaper Colony Phagwara,31.2326,75.7895,Kapurthala,Punjab,unknown
144402,Athouli,31.3531,75.4034,Kapurthala,Punjab,unknown
144403,Ranipur (Kapurthala),31.2599,75.7613,Kapurthala,Punjab,unknown
144404,Panjaura,31.2744,75.9224,Hoshiarpur,Punjab,unknown
144405,Narur,31.3321,75.8548,Kapurthala,Punjab,unknown
144406,Baddon,31.3584,75.8943,Hoshiarpur,Punjab,unknown
144407,Domeli,31.3313,75.7963,Kapurthala,Punjab,unknown
144408,Panchhat,31.2326,75.7895,Kapurthala,Punjab,unknown
144409,Mathada Kalan,31.0936,75.7782,Jalandhar,Punjab,unknown
144410,Kariana,31.0215,75.8767,Jalandhar,Punjab,unknown
144411,Chiheru,31.3531,75.4034,Kapurthala,Punjab,unknown
144415,Lassara,31.1104,76.1547,Nawanshahr,Punjab,unknown
144416,Massani,31.0828,75.8874,Jalandhar,Punjab,unknown
144417,Phambra,31.2121,75.5684,Jalandhar,Punjab,unknown
144418,Chak Desraj,31.1369,75.8531,Jalandhar,Punjab,unknown
144419,Landhran,31.0531,75.8628,Jalandhar,Punjab,unknown
144421,Sahlon,31.1005,76.0377,Nawanshahr,Punjab,unknown
144422,Urapar,31.0527,75.9633,Nawanshahr,Punjab,unknown
144501,Kultham,31.1945,75.8498,Nawanshahr,Punjab,unknown
144502,Dhandwar,31.1617,75.8769,Jalandhar,Punjab,unknown
144503,Ghuman,31.2589,75.8612,Nawanshahr,Punjab,unknown
144504,Langeri Jagirdaran,31.2724,75.8427,Nawanshahr,Punjab,unknown
144505,Thanian,31.1917,75.9462,Nawanshahr,Punjab,unknown
144506,Mahil Gailan,31.2046,76.0721,Nawanshahr,Punjab,unknown
144507,Laroya,31.0942,75.976,Nawanshahr,Punjab,unknown
144508,Kariha,31.1422,76.0643,Nawanshahr,Punjab,unknown
144509,Khankhana,31.1632,75.9391,Nawanshahr,Punjab,unknown
144510,Rampur,31.2525,75.9881,Nawanshahr,Punjab,unknown
144511,Raipur Dhaba,31.2121,75.5684,Jalandhar,Punjab,unknown
144512,Bhin,31.1104,76.1547,Nawanshahr,Punjab,unknown
144513,Kamam,31.1165,76.0248,Nawanshahr,Punjab,unknown
144514,Mahalon,31.1463,76.1017,Nawanshahr,Punjab,unknown
144515,Shahabpur,31.0803,76.1886,Nawanshahr,Punjab,unknown
144516,Sanawa,31.0956,76.192,Nawanshahr,Punjab,unknown
144517,Kot Ranjha,31.0628,76.11,Nawanshahr,Punjab,unknown
144518,Kharkowal,31.0484,76.0571,Nawanshahr,Punjab,unknown
144519,Mananhana,31.2855,75.962,Hoshiarpur,Punjab,unknown
144520,Dhada Kalan,31.2972,75.9976,Hoshiarpur,Punjab,unknown
144521,Mehatpur Oladini,31.3098,76.0114,Hoshiarpur,Punjab,unknown
144522,Bagowal,31.9541,75.6303,Hoshiarpur,Punjab,unknown
144523,Bhawanipur,31.6259,75.86,Hoshiarpur,Punjab,unknown
144524,Torowal,31.1104,76.1547,Nawanshahr,Punjab,unknown
144525,Mallewal,31.6259,75.86,Hoshiarpur,Punjab,unknown
144526,Mehandpur,31.1104,76.1547,Nawanshahr,Punjab,unknown
144527,Ibrahimpur,31.6602,75.5727,Hoshiarpur,Punjab,unknown
144528,Birampur,31.587,75.6952,Hoshiarpur,Punjab,unknown
144529,Jassowal,31.6259,75.86,Hoshiarpur,Punjab,unknown
144530,Jaijon,31.3466,76.1487,Hoshiarpur,Punjab,unknown
144531,Possi,31.2422,76.0523,Hoshiarpur,Punjab,unknown
144532,Dhamai,31.1503,76.2047,Hoshiarpur,Punjab,unknown
144533,Asron,30.9854,76.5033,Nawanshahr,Punjab,unknown
144601,Kapurthala Town,31.3801,75.3811,Kapurthala,Punjab,unknown
144602,Rail Coach Factory,31.3536,75.3683,Kapurthala,Punjab,unknown
144603,Baler Khanpur,31.3288,75.4193,Kapurthala,Punjab,unknown
144606,Talwandi Chaudharian,31.386,75.2792,Kapurthala,Punjab,unknown
144620,Bhanolanga,31.319,75.3491,Kapurthala,Punjab,unknown
144621,Awan Bikeshah,31.62,75.5497,Kapurthala,Punjab,unknown
